"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"Human Diseases","Infectious disease: bacterial","hsa05100","Bacterial invasion of epithelial cells","11/2057","78/9399",0.141025641025641,0.644385026737968,-1.66925913749128,0.969965099172356,0.999999999999999,0.72781954887218,"1496/8218/79658/55964/5296/26084/53358/29119/399694/6714/26052",11
"Genetic Information Processing","Chromosome","hsa03082","ATP-dependent chromatin remodeling","18/2057","117/9399",0.153846153846154,0.702965483714147,-1.71122353063404,0.97008890730978,0.999999999999999,0.72781954887218,"8193/51412/6604/6944/3015/221613/92815/8338/3014/8329/8969/8110/85235/8331/8332/3012/8335/8336",18
"Metabolism","Glycan biosynthesis and metabolism","hsa00514","Other types of O-glycan biosynthesis","6/2057","49/9399",0.122448979591837,0.559503140099015,-1.63629923580108,0.97196902833936,0.999999999999999,0.72781954887218,"8985/84620/114805/55568/727936/23127",6
"Genetic Information Processing","Information processing in viruses","hsa03250","Viral life cycle - HIV-1","10/2057","73/9399",0.136986301369863,0.625928170430405,-1.69822959241311,0.972670977739291,0.999999999999999,0.72781954887218,"920/2648/200315/80237/4131/9638/636/4130/9582/7936",10
"Human Diseases","Infectious disease: viral","hsa05166","Human T-cell leukemia virus 1 infection","38/2057","224/9399",0.169642857142857,0.77514497534551,-1.80281534359094,0.973048569547885,0.999999999999999,0.72781954887218,"1870/920/6929/3560/4776/1869/898/5296/2648/6513/991/1958/1959/1031/7538/9700/3569/4609/890/1030/1029/1111/114/701/9133/2114/90993/4487/4085/7015/9232/5604/2353/112/9134/8061/3725/3112",38
"Metabolism","Glycan biosynthesis and metabolism","hsa00515","Mannose type O-glycan biosynthesis","2/2057","23/9399",0.0869565217391304,0.397328316881909,-1.53166426895348,0.974736142623864,0.999999999999999,0.72781954887218,"9486/120071",2
"Metabolism","Metabolism of terpenoids and polyketides","hsa00900","Terpenoid backbone biosynthesis","2/2057","23/9399",0.0869565217391304,0.397328316881909,-1.53166426895348,0.974736142623864,0.999999999999999,0.72781954887218,"38/3158",2
"Organismal Systems","Aging","hsa04213","Longevity regulating pathway - multiple species","8/2057","62/9399",0.129032258064516,0.589583954082833,-1.71610625147667,0.975318443542433,0.999999999999999,0.72781954887218,"3479/5296/1410/847/2308/114/5563/112",8
"Human Diseases","Infectious disease: viral","hsa05164","Influenza A","28/2057","173/9399",0.161849710982659,0.739535942404478,-1.83017156866952,0.975947289652574,0.999999999999999,0.72781954887218,"5646/8106/29108/5296/6347/4939/5340/3553/91543/3569/7099/90865/56000/7098/5579/3592/5604/4615/3838/7113/9021/402569/642843/5644/3112/100529063/9641/5645",28
"Human Diseases","Neurodegenerative disease","hsa05016","Huntington disease","54/2057","308/9399",0.175324675324675,0.801106768778135,-1.87852599347397,0.976565360143249,0.999999999999999,0.72781954887218,"8218/113457/6507/5332/10382/147700/8701/6804/10891/1768/2891/1769/7186/84701/774/29982/112714/143471/3798/1339/90993/55567/5710/125965/493869/2915/170712/260334/201625/64837/2902/3766/79861/23236/56901/127602/51079/8632/441925/7278/4541/4519/4536/4540/4512/4537/4538/4535/4508/4539/246721/4509/10381/347688",54
"Genetic Information Processing","Replication and repair","hsa03420","Nucleotide excision repair","8/2057","63/9399",0.126984126984127,0.5802254786212,-1.76943088877837,0.97855267075012,0.999999999999999,0.72781954887218,"5424/5427/3978/5111/5983/5984/2968/246721",8
"Human Diseases","Drug resistance: antineoplastic","hsa01524","Platinum drug resistance","10/2057","75/9399",0.133333333333333,0.609236752552261,-1.7983361956348,0.978918491242449,0.999999999999999,0.72781954887218,"332/4436/5296/7153/2944/2949/1317/1029/2941/2939",10
"Human Diseases","Infectious disease: bacterial","hsa05132","Salmonella infection","42/2057","248/9399",0.169354838709677,0.773828939733718,-1.91054060746992,0.979095212316037,0.999999999999999,0.72781954887218,"5606/113457/5063/29108/10382/147700/26084/5585/3553/83658/7186/5420/3569/7099/4609/51176/5288/388/112714/23643/3798/5603/1780/5604/2353/929/4615/260334/64837/375189/3725/79861/302/3654/5600/113146/6300/6281/7278/54106/10381/347688",42
"Cellular Processes","Cell growth and death","hsa04210","Apoptosis","21/2057","137/9399",0.153284671532847,0.700399916255336,-1.86972399591473,0.979347357002304,0.999999999999999,0.72781954887218,"113457/332/3710/4616/5296/4001/63970/7186/10912/8739/1515/4170/112714/5604/2353/84823/3725/79861/3563/7278/100506742",21
"Organismal Systems","Immune system","hsa04670","Leukocyte transendothelial migration","17/2057","116/9399",0.146551724137931,0.669635223710459,-1.89498698639114,0.981500044751334,0.999999999999999,0.72781954887218,"1496/51208/4318/5296/24146/6387/5582/7070/9073/5603/149461/5579/29119/5600/6300/1364/100288814",17
"Human Diseases","Immune disease","hsa05310","Asthma","3/2057","32/9399",0.09375,0.428369591638308,-1.71442199002887,0.982079263500591,0.999999999999999,0.72781954887218,"3586/6037/3112",3
"Human Diseases","Neurodegenerative disease","hsa05014","Amyotrophic lateral sclerosis","65/2057","368/9399",0.176630434782609,0.807073143666378,-1.99837207367954,0.982284836058094,0.999999999999999,0.72781954887218,"4843/5606/113457/3710/4741/10382/147700/2906/8701/1768/2891/847/1769/7186/84701/5630/56000/29982/112714/143471/3798/5603/1339/3084/9542/55567/65018/84134/5710/125965/8878/2905/493869/170712/260334/201625/64837/375189/2902/79861/2903/5600/56901/127602/51079/8632/6300/441925/7278/4541/4519/4536/4540/4512/4537/4538/4535/4508/100506742/4539/283/4509/10381/347688/4747",65
"Organismal Systems","Immune system","hsa04660","T cell receptor signaling pathway","18/2057","122/9399",0.147540983606557,0.67415542290619,-1.91740700969625,0.982356484831254,0.999999999999999,0.72781954887218,"920/5522/5063/57144/5296/3586/56924/5603/1493/28227/5604/2353/3725/5600/6300/5133/27040/927",18
"Human Diseases","Cancer: specific types","hsa05212","Pancreatic cancer","10/2057","77/9399",0.12987012987013,0.593412421317137,-1.89614958849257,0.983833241423034,0.999999999999999,0.72781954887218,"1870/5888/4616/1869/5296/10912/1950/675/1029/5604",10
"Genetic Information Processing","Folding, sorting and degradation","hsa04130","SNARE interactions in vesicular transport","3/2057","33/9399",0.0909090909090909,0.415388694921996,-1.78063447984354,0.985212169535644,0.999999999999999,0.72781954887218,"6804/8676/6843",3
"Organismal Systems","Immune system","hsa04622","RIG-I-like receptor signaling pathway","9/2057","72/9399",0.125,0.571159455517744,-1.93338691362093,0.985877894135698,0.999999999999999,0.72781954887218,"54941/7186/26007/5603/3592/5600/6300/9755/9641",9
"Organismal Systems","Aging","hsa04211","Longevity regulating pathway","12/2057","90/9399",0.133333333333333,0.609236752552261,-1.97156511826732,0.986234155586064,0.999999999999999,0.72781954887218,"3479/5296/10891/847/2308/814/114/90993/5563/112/9370/10919",12
"Organismal Systems","Environmental adaptation","hsa04710","Circadian rhythm","3/2057","34/9399",0.0882352941176471,0.403171380365467,-1.84528259061304,0.987815813789858,0.999999999999999,0.72781954887218,"8553/5563/4783",3
"Organismal Systems","Immune system","hsa04650","Natural killer cell mediated cytotoxicity","19/2057","133/9399",0.142857142857143,0.652753663448851,-2.13474016449172,0.990277694854645,0.999999999999999,0.72781954887218,"5296/80329/51744/3802/5582/80328/3824/53358/2215/135250/5579/3811/5604/399694/9437/117157/2214/4277/27040",19
"Human Diseases","Infectious disease: viral","hsa05160","Hepatitis C","23/2057","156/9399",0.147435897435897,0.673675255226057,-2.175371857281,0.990950180478641,0.999999999999999,0.72781954887218,"1870/51208/5522/1869/5296/24146/975/4939/7186/3949/91543/4609/1950/9073/149461/7098/5604/9021/3434/1364/439996/100288814/9641",23
"Cellular Processes","Cellular community - eukaryotes","hsa04530","Tight junction","25/2057","170/9399",0.147058823529412,0.671952300609111,-2.2846086152546,0.993334903672331,0.999999999999999,0.72781954887218,"1080/51208/5522/113457/58538/54566/24146/8777/51421/9181/9414/5111/1740/112714/9073/912/5563/149461/3725/79861/23513/1364/6714/7278/100288814",25
"Metabolism","Glycan biosynthesis and metabolism","hsa00513","Various types of N-glycan biosynthesis","4/2057","45/9399",0.0888888888888889,0.40615783503484,-2.11351960675995,0.994080405082381,0.999999999999999,0.72781954887218,"4121/57134/200185/338707",4
"Genetic Information Processing","Translation","hsa03015","mRNA surveillance pathway","13/2057","103/9399",0.12621359223301,0.576704692949955,-2.28634458040884,0.99453518676057,0.999999999999999,0.72781954887218,"5522/8106/80336/4440/56000/5042/28227/642843/23708/7919/23381/132430/100529063",13
"Human Diseases","Cancer: overview","hsa05206","MicroRNAs in cancer","53/2057","323/9399",0.164086687306502,0.749757303837534,-2.42238464119268,0.994813136303051,0.999999999999999,0.72781954887218,"1870/1591/5743/4854/1789/3162/4318/994/1869/898/5296/2146/5159/10297/2744/7143/3925/1788/6659/5582/3236/1786/5156/27165/10253/4609/5292/7057/9493/4170/1944/113130/1029/8091/89780/995/10642/993/5579/7148/5604/9839/23414/9134/1946/399694/5154/406992/406913/131405/407014/619552/1945",53
"Human Diseases","Immune disease","hsa05330","Allograft rejection","3/2057","39/9399",0.0769230769230769,0.351482741857073,-2.14804607753104,0.995465968776685,0.999999999999999,0.72781954887218,"3586/3592/3112",3
"Human Diseases","Endocrine and metabolic disease","hsa04932","Non-alcoholic fatty liver disease","22/2057","157/9399",0.140127388535032,0.640280663510338,-2.40579326029129,0.995596335913058,0.999999999999999,0.72781954887218,"5296/3553/7186/1571/84701/3569/5603/1339/125965/5563/2353/170712/3952/3725/9370/9021/5600/56901/51079/6300/4519/4512",22
"Cellular Processes","Transport and catabolism","hsa04136","Autophagy - other","2/2057","32/9399",0.0625,0.285579727758872,-2.14267436955106,0.996359521812191,0.999999999999999,0.72781954887218,"23710/441925",2
"Human Diseases","Infectious disease: bacterial","hsa05131","Shigellosis","39/2057","253/9399",0.154150197628458,0.704354743563384,-2.52315106626554,0.996473834767552,0.999999999999999,0.72781954887218,"7188/55072/3710/55964/5332/29108/5296/84812/9181/3553/7186/7099/89869/2308/80201/5603/3099/3101/8878/113026/929/4615/375189/3725/23236/653604/5600/6300/441925/6714/8356/126961/100132074/8355/8353/8354/8357/8358/8352",39
"Human Diseases","Infectious disease: viral","hsa05162","Measles","18/2057","136/9399",0.132352941176471,0.6047570705482,-2.45745405987215,0.996510480914852,0.999999999999999,0.72781954887218,"2213/7161/3560/10332/898/5296/4939/3553/3569/7099/3592/2353/4615/9134/3725/3654/54106/9641",18
"Genetic Information Processing","Chromosome","hsa03083","Polycomb repressive complex","9/2057","83/9399",0.108433734939759,0.495463624063585,-2.44368073883259,0.997211981711765,0.999999999999999,0.72781954887218,"10389/2146/26147/80816/57332/221937/84733/9212/26013",9
"Metabolism","Glycan biosynthesis and metabolism","hsa00510","N-Glycan biosynthesis","5/2057","57/9399",0.087719298245614,0.400813652994908,-2.40163542796307,0.99758048373691,0.999999999999999,0.72781954887218,"4121/57134/4248/84620/200185",5
"Organismal Systems","Immune system","hsa04612","Antigen processing and presentation","8/2057","82/9399",0.0975609756097561,0.445782989672386,-2.66794213421682,0.998853366234885,0.999999999999999,0.72781954887218,"920/8625/3802/3824/5993/3811/3112/927",8
"Human Diseases","Cardiovascular disease","hsa05416","Viral myocarditis","6/2057","70/9399",0.0857142857142857,0.39165219806931,-2.70402742971012,0.99916215163194,0.999999999999999,0.72781954887218,"6445/6442/1837/4624/1756/3112",6
